Sentiment,Tweet
Neutral,"[USERNAME] [USERNAME] Itu tgtg regulator (Kominfo) dan pemegang saham pengendali TLKM (Presiden/MenBUMN). Yg aku lihat, Kominfo lebih fokus layanan seluler di wilayah 3T. Utk perbandingan, Thailand punya roadmap FBB bagus (in versi 2021). [URL]"
Negative,"Irang sabar disayang saham. Setelah $AMRT dan $TLKM beberapa hari memerah, skarang udah naik dikit, tapi ntar juga merah lagi keknya 🤸🏻‍♀️🤸🏻‍♀️ [URL]"
Negative,gw cl juga akhirnya tlkm gw udah gw hold lama banget ga naek naek. aturan gw jualnya tahun 2022 kemaren yak sebelum tlkm beli saham goto :(((
Positive,"IHSG Diramal Naik Awal 2024, Saham BBNI hingga TLKM Direkomendasikan [URL]"
Neutral,Kinerja saham di indeks LQ45 2023. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,"IHSG Diramal Menguat Awal 2024, Saham BBNI hingga TLKM Direkomendasika [URL]"
Positive,"Borong Saham GOTO, TLKM hingga BREN saat IHSG Berpesta Akhir Tahun [URL]"
Positive,"Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. Pendapatan bersih TLKM mencapai Rp111,24 triliun pada Januari-September 2023 atau tumbuh 2,2% yang dikontribusi dari kinerja"
Negative,Pergerakan harga saham TLKM selama periode 18 Desember hingga 22 Desember 2023 mengalami pelemahan sebesar -0.50% secara week-on-week (WOW). Yuk simak informasi selengkapnya pada postingan berikut ini! Disclaimer : [URL] [URL]
Neutral,"Pada NGONTEN (Ngobrolin Emiten) kali ini, kita akan membahas saham PT Telkom Indonesia (Persero) Tbk yang dikenal sebagai TLKM. [URL]"
Negative,[USERNAME] [USERNAME] Masih sideways aja kak ini saham $TLKM hahaha [URL]
Neutral,[USERNAME] TLKM gimana? setelah ind*home dioper ke tsel dan karyawannya diswastakan
Positive,"IHSG Dibuka Menguat ke 7.256, Saham BBCA, BBRI, TLKM Laris Manis [URL]"
Positive,"Secara umum sih dari 5 saham yang disebbutin, beberapa yang mencatatkan window dressing ada $BBCA $BBRI dkk dan $TLKM naik sekitar 5% - 7% dalam sebulan."
Positive,"IHSG Hari Ini Kejar 7.262, Cek Saham BBRI-TLKM [URL]"
Positive,"Pergerakan positif IDX pekan lalu didorong sektor basic, cyclic dan health *Stock Picks Pekan Ini:* *BBRI, BBNI, ERAA, TLKM, MEDC* [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]"
Positive,"Investor Asing Getol Borong Saham BBCA, TLKM &amp BREN Jelang Akhir 2023 [URL]"
Neutral,Isyarat Anyar JP Morgan di Saham Telkom Indonesia (TLKM) [URL]
Positive,"[USERNAME] kalau mau yang jangka panjanng bisa investment aja ke saham nder, tp pastikan pakainya bener2 uang dingin yaaa kalau mau invest saham pakai ipot aja, menurutku lebih user friendly sih, investnya di blue chip (imo) seperti bbca, tlkm, dll atau bisa pelajari aja dlu pelajari saham"
Positive,"IHSG dapat bertahan di atas level support 7.119, maka potensi kenaikan masih terbuka lebar. Saham-saham yang direkomendasikan hari ini adalah BBCA, TLKM, BBRI, dan ASII. Yuk, simak perkembangan pasar saham bersama MNC Sekuritas!"
Positive,"IHSG diprediksi reli, saham BBRI, GJTL, TLKM berpeluang cuan [URL]"
Positive,"IHSG Berpeluang Menguat di Awal Pekan, Cermati Saham BBRI, ERAA, GJTL &amp TLKM [URL]"
Negative,[USERNAME] [USERNAME] Hati hati kak... kalau aziz marah ntar saham TLKM mau di delist
Positive,"[USERNAME] [USERNAME] [USERNAME] Wajar. Dulu mama ku sebelum pensiun kerja di TLKM. Pas masih muda, pas masih biasa aja tu kinerja perusahaan, dikasih bonus saham. Tapi mama ku langsung jual itu saham, karena ga ngerti. Eh siapa sangka kalo didiemin, udah 400%an"
Positive,"IHSG Berpeluang Lanjut Reli, Saham AKRA, ARTO &amp TLKM Potensi Cuan [URL]"
Positive,"IHSG Sempat Tembus 7.200, BBRI &amp TLKM Saham Incaran Asing [URL]"
Positive,"Saham BREN, CUAN, TLKM Ramai Dibeli Investor Asing Sepekan Ini [URL]"
Negative,"IHSG Rawan Koreksi Akhir Pekan, Cermati Saham TLKM, ERAL, KLBF &amp AGII [URL]"
Neutral,"Diskusi saham bareng BY JO per tgl 07 Desember 2023 tlah berlangsung di galeri Phillip Sekuritas: debat soal scalping n swing lumayan hangat: saham yang terbahas: cuan, bren, hoki, bbri, sido, tlkm, isu window dressing, isu pilpres, n isu THS pra versus pasca 2011: sampai ktemu"
Positive,"[USERNAME] Tlkm ngegas prof, kasih pov dong, kenapa bisa gtu"
Positive,"Hapcuu, Happy Cuannn Saham TLKM . [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Negative,"Asing net sell di [HASHTAG] setelah Mind ID menjadi pemehang saham mayoritasnya, ada apa? 🤨 Mau iphone 15 gratis? Klik👇🏻 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"[USERNAME] Kalo gua AMRT, TLKM si"
Neutral,"Analisa Fundamental Saham ASII, TLKM dan SMRA Menggunakan Fundachart [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL] [URL]"
Neutral,[USERNAME] [USERNAME] Hubungan tlkm sama goto apa kak
Positive,"[USERNAME] bbri, tlkm boleh krn goto lagi naik jg"
Neutral,"shm! baiknya untuk pemula nambah lot $bbri, $tlkm, atau beli (blm punya sebelumnya) $bren yaa? thank you"
Neutral,"Telkom Indonesia (TLKM) tengah mencari mitra strategis dukung ekspansi unit usahanya, Data Center Co, dengan peluang kepemilikan saham 20% [URL]"
Neutral,"Telkom Indonesia (TLKM) tengah mencari mitra strategis dukung ekspansi unit usahanya, Data Center Co, dengan peluang kepemilikan saham 20% [URL]"
Positive,"IHSG Dibuka Naik, saham BBRI, TLKM, ARTO, BREN Cuan [URL]"
Neutral,[USERNAME] 1996 saham TLKM 1000 lembar/ 2 lot
Positive,"[HASHTAG] hanya [HASHTAG] 3770 +2.45% satu2nya saham market leader yg bergerak positif, sedangkan yg lainnya bergerak flat to lower."
Positive,"IHSG ditutup menguat nih Sobat Bisnis Indeks Harga Saham Gabungan (IHSG) ditutup menguat ke 7.041,07 pada perdagangan hari ini, Selasa, (28/11/2023). Saham BREN milik Prajogo Pangestu, TLKM dan MDKA terpantau parkir di zona hijau. [URL]"
Negative,"[USERNAME] urus rumput JIS gagal, $WIKA hancur, KCIC LRT salah desain. Untung $GOTO bounce back, walau $TLKM merugi gara gara beli kemahalan saham $GOTO"
Positive,"[HASHTAG] PT Telkom Indonesia Tbk(TLKM) membukukan laba sebesarRp19,49 triliun (Rp196,84 per saham) pada Januari-Juni2023, naik 17,6% jika dibandingkan pada periode sama2022. [HASHTAG] [HASHTAG] [URL]"
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun(Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [URL]"
Positive,"[HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [HASHTAG] [URL]"
Positive,"[HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [HASHTAG] [URL]"
Neutral,Emiten yang punya bisnis data center di pasar saham Indonesia: $DCII $EDGE $MLPT $TLKM $ASGR Cuma info aja. Bukan saran beli 😁 [URL]
Neutral,"[USERNAME] ASGR bukannya percetakan yah? EDGE, DCII, MORA, DNET, SRTG (kecil banget gatau dimana), ASII (kerjasama equinix tapi porsinya ga terlalu signifikan, TLKM"
Neutral,"Ide trading hari ini, saham SMRA TLKM ANTM [URL]"
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023 [HASHTAG] [HASHTAG] [URL]"
Positive,"Saham TLKM, PGAS, KLBF, AUTO Diramal Cuan saat IHSG Bullish [URL]"
Positive,"PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [URL]"
Positive,"Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk(TLKM) membukukan laba sebesarRp19,49 triliun (Rp196,84 per saham) pada Januari-Juni2023, naik 17,6% jika dibandingkan 2022. [HASHTAG] [URL]"
Positive,"[USERNAME] TLKM pas IPO 1,6 juta 2 lot (1000 lembar) Dijual 16 tahun kemudian tahun 2008 bulan Mei di harga 9000 an dapat 20 juta lebih (termasuk saham bonus)"
Positive,"PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [URL]"
Positive,"PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [URL]"
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022"
Positive,[USERNAME] 1. 2019 2. TLKM -&gt +30% sama BBRI-&gt +66%
Positive,"[USERNAME] Bbri, bmri, tlkm. Paling lama hold itu sih"
Positive,[USERNAME] pebisnis suka di kasih saham sih... tlkm 100 lot cukup lah
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham)pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [URL]"
Positive,"[HASHTAG] PT Telkom Indonesia Tbk(TLKM) membukukan laba sebesarRp19,49 triliun (Rp196,84 per saham) pada Januari-Juni2023, naik 17,6% jika dibandingkan pada periode sama2022. [HASHTAG] [HASHTAG] [URL]"
Positive,"[HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [HASHTAG] [URL]"
Negative,"Akankah menjadi akhir yg bahagia atau biasa saja? Kerjakan dan jalani saja, naik turun setiap hari udah kayak saham TLKM aja gajelas🤣"
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% [HASHTAG] [URL]"
Positive,"[USERNAME] Tlkm, asii juga gitu ywdh serok si suport tunggu panen + deviden"
Negative,"Saham gua hold di TLKM, BBRI, BMTR langsung ketar ketir 🤣"
Negative,"Bursa Sepekan, Investor Asing Lepas Saham TLKM dan BBNI, Koleksi BBRI [URL]"
Neutral,"Saham 30% Crypto 20% Obligasi Negara 40% Mata uang 10% Di Saham saya lebih banyak mengoleksi saham $BBCA, $BBRI, $TLKM dan sisanya digunakan untuk trading."
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama"
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% YoY [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023 [HASHTAG] [HASHTAG] [URL]"
Negative,"Investor asing bukukan net sell membesar Rp 731,29 miliar. Net sell terbanyak terjadi pada saham TLKM [URL]"
Neutral,"3. Averaging Up  Strategi averaging up lebih dikenal dalam investasi saham. Di sini, kamu akan melakukan pembelian saham secara bertahap untuk memaksimalkan keuntungan. Contohnya, kamu punya saham Telkom (TLKM) sebanyak 100 lot di harga Rp2.900"
Positive,"PT Telkom Indonesia (Persero) Tbk (TLKM) telah memublikasikan Laporan Keuangan Kuartal III 2023. Pendapatan TLKM tumbuh 2,17% dan Laba Bersih yang Dapat Diatribusikan Kepada Pemilik Entitas Induk meningkat 17,6% dibandingkan dengan Kuartal III 2022. [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Neutral,View GOTO SIDO TLKM PROPERTY KONSTRUKSI [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,"Telkom (TLKM) Sesuai Ekspektasi, Target Harga Saham Masih Tinggi - Investor Daily [URL]"
Neutral,"Sebelum tahu [HASHTAG] saya sudah pernah beli emas di Toped dan saham BRIS, TLKM, dan ULVR di aplikasi Ajaib. Juga beli beberapa Kripto. Setelah pelajari Bitcoin, saya jual semuanya dan all in di [HASHTAG] Yang terpusat cenderung rungkad. Pelajari sebelum membeli."
Negative,[USERNAME] Lebih perih dari deviden trap sih ini 😂
Positive,"[HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [HASHTAG] [URL]"
Neutral,[USERNAME] [USERNAME] andai bpk beli BBRI atau TLKM.. baru belajar saham jgn langsung duit banyak apalagi beli warant nya... pelajari dulu...
Negative,[USERNAME] [USERNAME] Ada BBRI BBCA ASII TLKM kenapa malah pilih GOTO? Warrant pula 🥲
Negative,"Hari ini IHSG kena bantai, rasa - rasanya seperti bantaian Covid-19. Kalau lihat data RT, sekitar 580 saham anjlok, 174 saham naik, 237 saham stuck, dan 166 saham tidak bisa diperdagangkan. GOTO TLKM benar-benar menolong IHSG hari ini padahal biasanya mereka ini adalah beban"
Neutral,"Saat BEI crash di awal covid 2020, IHSG jadi 4000an: saya bisa beli SIDO 300an, ICBP 7000an, SMSM 1000an, TLKM 2600an. Tapi ada juga yg tdk terlalu menguntungkan: PWON 370an, ACES 1400an (dua emiten ini kena dampak jangka panjang). Intinya saat bursa crash, tetap harus pilih2"
Positive,[USERNAME] Waaah keren banget. Bisa kali ya. Sisihan gaji bulan ini buat beli saham TLKM ajah. [HASHTAG]
Positive,goodnews. ga nyesel nabung saham ini . go tlkm. [HASHTAG]
Positive,"PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [HASHTAG] [HASHTAG] [URL]"
Positive,"Transformasi Telkom Bukukan Pendapatan Rp111,2 Triliun dan Pertumbuhan Laba Bersih Hingga 17,6% [HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022. [URL]"
Positive,"[HASHTAG] PT Telkom Indonesia Tbk (TLKM) membukukan laba sebesar Rp19,49 triliun (Rp196,84 per saham) pada Januari-Juni 2023, naik 17,6% jika dibandingkan pada periode sama 2022."
Negative,"[USERNAME] Proff spil bandar tlkm dong, gak jelas banget mainnya"
Positive,"Rekomendasi Saham Hari Ini (1/11): Buy on Weakness ASRI, ELSA, ICBP, dan TLKM [URL]"
Positive,"[USERNAME] Kinerja yang sangat bagus [HASHTAG] Bahkan, saham TLKM pada penutupan perdagangan kemarin sempat menjadi salah satu movers IHSG."
Negative,wah udah lepas banyak saham ternyata tlkm di goto wkwk [URL]
Neutral,"IHSG Uji Level 6.908, Cek saham ASRI, ELSA, ICBP, TLKM [URL]"
Positive,[USERNAME] Tlkm gas
Positive,"[USERNAME] Tetep serok INDF, TLKM sama SIDO. ✌️"
Neutral,[USERNAME] Minimal belajar dlu
Neutral,"[USERNAME] Itu maksudnya pemilik Blackrock yang dari Israel, bukan Apple, meskipun entah ya sumbernya dari mana Blackrock memang memiliki saham di 3 perusahaan besar teknologi yakni Apple, Microsoft dan Amazon Mereka juga menanamkan saham di Indonesia, seperti di GOTO, TLKM, KLBF dll"
Negative,Rupiah melemah = outflow terus terjadi = aku kudu piye...🥺 Jangan lupa follow tiktok kita ya 👇 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Neutral,Prospek IHSG Saham ASII BBCA BBRI BBNI BMRI AMMN BREN MEDC META PGEO GOTO MARI PMMP TLKM Jelang FOMC Meeting Link full video 17 menit: [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG]
Negative,[USERNAME] Ngapain di tlkm sampe segitu😭
Negative,[USERNAME] Sabar dher itu analisi udah lama belom dpt pula harga beli tenang pasti nyungsep kok tlkm [URL]
Positive,"[USERNAME] Hold lah, perusahaannya baek baek aja, nanti jg rebound tp tlkm paling taun depan soalnya skrg Masih tahun pemilu bumn biasanya turun wkw"
Positive,"[USERNAME] Tungguin aja berharap impas dari dividen, BMRI sama TLKM bisa lah itu 3x dividen impas. Kalau antam agak sulit 🥹"
Positive,"[USERNAME] Klo udah beli saham model BBRI, TLKM harusnya tinggal tidur aja der"
Positive,"[USERNAME] Santai aja lah, tlkm punya proyek data center, kalo sya lumayan percaya sama proyek ini, meski long term sih"
Neutral,"[USERNAME] Untuk saham TLKM pun demikian Potensi mengalami koreksi yang cukup dalam bisa saja terjadi, harga paling Bagus untuk buy posisi ialah di harga 2540 Apa bila ada tanda-tanda reversal pattern baik candle stick pattern, maupun chart pattern 👍🏻 [URL]"
Neutral,Telkom Indonesia (TLKM) menegaskan belum memiliki rencana untuk melepas investasi di GoTo Gojek Tokopedia (GOTO) meski saham anjlok [URL]
Negative,"[USERNAME] tlkm invest di goto, dan goto busuq"
Negative,Berlanjutnya Aksi Jualan JP Morgan di Saham Telkom (TLKM) [URL]
Positive,[USERNAME] [USERNAME] TLKM 1000 All in
Neutral,"Meneropong Potensi Saham BMRI, BBNI, TLKM dan HRTA hingga Akhir Tahun [URL]"
Neutral,"Stocks Pick : IHSG Rebound Jadi 6.806, Ini Trading Idea Saham INTP, MYOR, TLKM dan ASII [URL]"
Neutral,"Jawabannya ya saham dengan bobot besar lainnya, seperti BBRI, BMRI, TLKM, ASII, AMRT (semuanya naik lumayan tuh) Namun dari tekanan IHSG beberapa hari terakhir akibat rupiah melemah drastis hingga kenaikan suku bunga, saya jadi penasaran kira-kira apa ya saham yang murah."
Negative,"Net sell asing besar, Rupiah juga melemah… Raise cash atau belanja di saham enaknya? Jangan lupa follow terus kita👇🏻 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,Perlambatan IHSG itu dipicu pergerakan saham big caps dengan bobot tinggi ke IHSG melemah sehingga jadi peluang untuk beli di harga rendah. Untuk riset selengkapnya bisa baca di sini: [URL] $IHSG $ASII $BBCA $TLKM
Positive,[USERNAME] beli saham tlkm nder mayan dpt 1 lot lg turun juga plus ada sisa 430k ditabung buat keperluan lain yg lebih penting
Positive,"Saham TLKM cukup menarik karena, -terdapat inflow yang sangat dominan (akumulasi oleh pihak asing), namun harga juga tetap di maintain di suatu area strategi : bisa beli di area support dari trend sideways tersebut, buang jika harga break kebawah [URL]"
Positive,"Saham BREN hingga MARI Erick Thohir Top Gainers Sepekan, TLKM &amp UNTR Laris Diburu Asing [URL]"
Neutral,"IHSG Diramal Sideways Hari Ini, Saham TLKM, MAPI &amp INDF Masuk Radar [URL]"
Neutral,View IHSG ASII BREN PGEO TLKM IMAS ITMG WIKA [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Positive,Shm! SELAMAT BREN!! Overtake BMRI TLKM ASII.. Fundamental? Apa itu fundamental? Ga jaman bosqu [URL] [URL]
Positive,Kala BRI Danareksa dan Mirae Asset Sepakat Saham TLKM Kemurahan [URL]
Neutral,Prospek saham Telkom (TLKM) di tengah kabar merger dua emiten Telekomunikasi [URL]
Positive,"Saham BREN Ngebut, Kapitalisasi Pasar Salip AMMN, TLKM, ASII, BBNI [URL]"
Positive,"Analis Masih Rekomendasikan ‘Buy’ Saham TLKM, Prospek Cerah [URL]"
Positive,GOTO EFFECT! Saham GOTO mencapai target CTASaham di Rp 54-57 (link video live di IDX Channel 13 Oktober Menit ke 8: [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]
Negative,"IHSG Hari ini Ditutup Turun, Saham TLKM, BBRI, GOTO hingga Astra Melemah [URL]"
Negative,"Saham GOTO Anjlok, ASII, TLKM, ARTO dkk Ikut Tertekan [URL]"
Positive,Saham $BREN ARA lagi Market cap Rp 394 T sudah melewati $TLKM Rp 381 T Terusin dah sampai lewat $BBCA sekalian 😂 [URL]
Negative,"[HASHTAG] di net sell asing dan juga William Tanuwijaya dari Tokped… Sobat [HASHTAG] serok, nyangkut atau liatin aja nih? 😮‍💨 Jangan lupa mampir 👇🏻 [URL] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [HASHTAG] [URL]"
Positive,"Investor Asing Borong Saham BBNI, TLKM, FILM saat IHSG Naik Sepekan [URL]"
Negative,[USERNAME] $TLKM apa kabar? udah tp apa udah ada yg jadi tersangka? 🤣
Positive,akankah $BREN menyusul $TLKM $AMMN atau bahkan $BBCA sepuh top 1 market cap paling tinggi shm! 🤣🤣 [URL]
Positive,Saham Barito Renewables (BREN) auto rejection atas (ARA) empat hari berturut-turut. Market cap BREN kini mendekati Telkom (TLKM). [URL]
Neutral,"IHSG Hari Ini Menguji Level 6.950, Cek Saham INKP, TLKM hingga DRMA [URL]"
